original_poem,translated_poem,translated_by_TA,src_lang,tgt_lang,topic
"décadence …
quand le temps semble s’estomper,
et que le silence pénètre l’âme,
et les gestes ainsi monotones,
ne sont que des muscles en activité constante.
le tout semble silencieux …
les envies pressées plein de gaîtés,
les sourires qui jadis envoûtaient tout le temps,
les regards pétillants qui creusaient le beau,
enfin tout simplement, ce qui n’en est plus.
les questions, les réponses, aussi indifférentes,
le chemin se poursuit dépourvu de méandre,
sans vouloir interrompre son simple rituel.
et la vie parfois, pense passer par là,
comme un zéphyr fantôme au milieu du désert.
et les souvenirs qui émergent visant droit le cœur,
le scrutent, l’escriment, le dénudent sans retenue…","decadência …
quando o tempo parece parar,
et que o silencio penetra a alma,
e os gestos assim monótonos,
são apenas músculos em atividade constante.
o tudo parece silencioso …
os desejos apressados cheios de alegrias,
os sorrisos que outrora enfeitiçavam o tempo todo,
os olhares cintilantes que exploravam o belo,
enfim simplesmente o que já não é mais.
as perguntas, as respostas, também indiferentes,
o caminho segue destituído de zigzag,
sem querer interromper seu simples ritual.
e a vida as vezes, pensa passar por alí,
como um zéfiro fantasma no meio do deserto,
e as lembranças que emergem visando direto o coração,
o auscultam, o ferem, o desnudam sem reserva.","- Decadence...
Quando o tempo parece desaparecer,
e que o silêncio penetre na alma,
e tais gestos monótonos,
São apenas músculos que estão em constante atividade.
Tudo parece silencioso...
Eles estão com pressa, cheios de alegria.
os sorrisos que uma vez enfeitiçaram o tempo todo,
Os olhos do belo,
Simplificando, o que não está mais lá.
as perguntas, as respostas, igualmente indiferentes,
O caminho continua sem se desviar,
sem querer interromper seu ritual simples.
s vezes, pense em passar por isso,
como um zephyr fantasma no meio do deserto.
e as memórias que emergem apontando diretamente para o coração,
Eles examinam-no, gritam-no, tiram-no sem restrições...",fr,pt,0
"serré, fourmillant, comme un million d’helminthes,
dans nos cerveaux ribote un peuple de démons,
et, quand nous respirons, la mort dans nos poumons
descend, fleuve invisible, avec de sourdes plaintes.
si le viol, le poison, le poignard, l’incendie,
n’ont pas encor brodé de leurs plaisants dessins
le canevas banal de nos piteux destins,
c’est que notre âme, hélas! n’est pas assez hardie.
mais parmi les chacals, les panthères, les lices,
les singes, les scorpions, les vautours, les serpents,
les monstres glapissants, hurlants, grognants, rampants,
dans la ménagerie infâme de nos vices,
il en est un plus laid, plus méchant, plus immonde!
quoiqu’il ne pousse ni grands gestes ni grands cris,
il ferait volontiers de la terre un débris
et dans un bâillement avalerait le monde;
c’est l’ennui! — l’œil chargé d’un pleur involontaire,
il rêve d’échafauds en fumant son houka.
tu le connais, lecteur, ce monstre délicat,
— hypocrite lecteur, — mon semblable, — mon frère!","espesso, a fervilhar, qual um milhão de helmintos,
em nosso crânio um povo de demônios cresce,
e, ao respirarmos, aos pulmões a morte desce,
rio invisível, com lamentos indistintos.
se o veneno, a paixão, o estupro, a punhalada
não bordaram ainda com desenhos finos
a trama vã de nossos míseros destinos,
é que nossa alma arriscou pouco ou quase nada.
em meio às hienas, às serpentes, aos chacais,
aos símios, escorpiões, abutres e panteras,
aos monstros ululantes e às viscosas feras,
no lodaçal de nossos vícios imortais,
um há mais feio, mais iníquo, mais imundo!
sem grandes gestos ou sequer lançar um grito,
da terra, por prazer, faria um só detrito
e num bocejo imenso engoliria o mundo;
é o tédio! — o olhar esquivo à mínima emoção,
com patíbulos sonha, ao cachimbo agarrado.
tu conheces, leitor, o monstro delicado
— hipócrita leitor, meu igual, meu irmão!","- apertado, enxameando, como um milhão de helmintos,
em nossos cérebros está ridicularizando um povo de demônios,
e, quando respiramos, a morte em nossos pulmões
rio invisível, com queixas surdas.
se o estupro, o veneno, a adaga, o fogo,
não tenham bordado seus desenhos agradáveis
a tela banal de nossos destinos lamentáveis,
Nossa alma, infelizmente, não é ousada o suficiente.
entre chacais, panteras, piolhos,
macacos, escorpiões, abutres, cobras,
os monstros olhando, gritando, rosnando, rastejando,
na infame menagerie de nossos vícios,
Há mais um feio, mais perverso, mais imundo!
Embora ele não faça grandes gestos ou gritos,
com prazer faria da terra um entulho
e num bocejo engoliria o mundo;
é tédio! o olho carregado de choro involuntário,
Ele sonha com andaimes enquanto fuma seu houka.
Você o conhece, leitor, aquele monstro delicado,
Leitor hipócrita, meu companheiro, meu irmão!",fr,pt,0
"ma pauvre muse, hélas! qu’as-tu donc ce matin?
tes yeux creux sont peuplés de visions nocturnes,
et je vois tour à tour réfléchis sur ton teint
la folie et l’horreur, froides et taciturnes.
le succube verdâtre et le rose lutin
t’ont-ils versé la peur et l’amour de leurs urnes?
le cauchemar, d’un poing despotique et mutin,
t’a-t-il noyée au fond d’un fabuleux minturnes?
je voudrais qu’exhalant l’odeur de la santé
ton sein de pensers forts fût toujours fréquenté,
et que ton sang chrétien coulât à flots rhythmiques,
comme les sons nombreux des syllabes antiques,
où règnent tour à tour le père des chansons,
phœbus, et le grand pan, le seigneur des moissons.","que tens esta manhã, ó musa de ar magoado?
teus olhos estão cheios de visões noturnas,
e vejo que em teu rosto afloram lado a lado
a loucura e a aflição, frias e taciturnas.
teria o duende róseo ou súcubo esverdeado
te ungindo com o medo e o mel de suas urnas?
o sonho mau, de um punho déspota e obcecado,
nas águas te afogou de um mítico minturnas?
quisera eu que, vertendo o odor da exuberância,
o pensamento fosse em ti uma constância
e que o sangue cristão te fluísse na cadência
das velhas sílabas de uníssona frequência,
quando reinavam febo, o criador das cantigas,
e o grande pã, senhor do campo e das espigas.","Minha pobre musa, ai! o que você tem esta manhã?
Seus olhos ocos estão cheios de visões noturnas,
E eu vejo, por sua vez, refletido em sua tez
loucura e horror, frio e taciturno.
o súcubo esverdeado e o elfo rosa
Eles te deram o medo e o amor de suas urnas?
o pesadelo, com um punho despótico e mutino,
Ele afogou-te no fundo de um fabuloso minturno?
Eu gostaria de exalar o cheiro da saúde
Seu coração de pensamentos fortes sempre foi freqentado,
e que o teu sangue cristão flua em ondas rítmicas,
como os muitos sons de sílabas antigas,
onde o pai dos cânticos reina por sua vez,
Phoebus, e a grande parte, o Senhor das colheitas.",fr,pt,0
"o muse de mon cœur, amante des palais,
auras-tu, quand janvier lâchera ses borées,
durant les noirs ennuis des neigeuses soirées,
un tison pour chauffer tes deux pieds violets?
ranimeras-tu donc tes épaules marbrées
aux nocturnes rayons qui percent les volets?
sentant ta bourse à sec autant que ton palais,
récolteras-tu l’or des voûtes azurées?
il te faut, pour gagner ton pain de chaque soir,
comme un enfant de chœur, jouer de l’encensoir,
chanter des te deum auxquels tu ne crois guère,
ou, saltimbanque à jeun, étaler tes appas
et ton rire trempé de pleurs qu’on ne voit pas,
pour faire épanouir la rate du vulgaire.","ó musa de minha alma, amante dos palácios,
terás, quando janeiro desatar seus ventos,
no tédio negro dos crepúsculos nevoentos,
uma brasa que esquente os teus dois pés violáceos?
aquecerás teus níveos ombros sonolentos
na luz noturna que os postigos deixam coar?
sem um níquel na bolsa e seco o paladar,
colherás o ouro dos cerúleos firmamentos?
tens que, para ganhar o pão de cada dia,
esse turíbulo agitar na sacristia,
entoar esses te deum que nada têm de novo,
ou, bufão em jejum, exibir teus encantos
e teu riso molhado de invisíveis prantos
para desopilar o fígado do povo.","musa do meu coração, amante dos palácios,
Quando o mês de janeiro lançar os seus furos,
durante os problemas negros das noites nevadas,
Você quer aquecer seus dois pés roxos?
Você vai ressuscitar seus ombros marmoreados?
Os raios noturnos que perfuram as persianas?
sentindo sua bolsa secar tanto quanto seu palato,
Você vai coletar o ouro das abóbadas azuis?
você precisa, para ganhar o seu pão todas as noites,
como uma criança de coro, tocando o incensário,
cantando você deum que você não acredita,
ou, saltimbanque em jejum, espalhe seus appas
e o teu riso ensopado de lágrimas que não vemos,
para fazer florescer o baço do vulgar.",fr,pt,0
"ma jeunesse ne fut qu’un ténébreux orage,
travesé çà et là par de brillants soleils;
le tonnerre et la pluie ont fait un tel ravage,
qu’il reste en mon jardim bien peu de fruits vermeils.
voilà que j’ai touché l’automne des idées,
et qu’il faut employer la pelle et les râteaux
pour rassembler à neuf les terres inondées,
où l’on creuse des trous grands comme des tombeaux.
et qui sait si les fleurs nouvelles que je rêve
trouveront dans ce sol lavé comme une grève
le mystique aliment qui ferait leur vigueur?
— o douleur! ô douleur! le temps mange la vie,
et l’obscur ennemi qui nous ronge le cœur
du sang que nous perdons croît et se fortifie!","a juventude não foi mais que um temporal,
aqui e ali por sóis ardentes trespassado;
as chuvas e os trovões causaram dano tal
que em meu pomar não resta um fruto sazonado.
eis que alcancei o outono de meu pensamento,
e agora o ancinho e a pá se fazem necessários
para outra vez compor o solo lamacento,
onde profundas covas se abrem como ossários.
e quem sabe se as flores que meu sonho ensaia
não achem nessa gleba aguada como praia
o místico alimento que as fará radiosas?
ó dor! o tempo faz da vida uma carniça,
e o sombrio inimigo que nos rói as rosas
no sangue que perdemos se enraíza e viça!","A minha juventude foi apenas uma tempestade escura,
Aqui e ali, por sóis brilhantes;
A chuva e o trovo e a chuva provocaram tanta destruição,
Há muito pouca fruta no meu jardim.
Já cheguei ao outono das ideias,
e que devemos usar a pá e os ancinhos
para reunir as terras inundadas,
onde cavamos buracos tão grandes quanto túmulos.
E quem sabe se as novas flores que sonho
Encontrará neste solo lavado como uma greve
A comida mística que faria seu vigor?
“ dor!  dor! o tempo come a vida,
e o inimigo escuro que devora os nossos corações
O sangue que perdemos cresce e se fortalece.",fr,pt,0
"sous le fardeau de ta paresse
ta tête d’enfant
se balance avec la mollesse
d’un jeune éléphant,
et ton corps se penche et s’allonge
comme un fin vaisseau
qui roule bord sur bord et plonge
ses vergues dans l’eau.
comme un flot grossi par la fonte
des glaciers grondants,
quand l’eau de ta bouche remonte
au bord de tes dents,
je crois boire un vin de bohême,
amer et vainqueur,
un ciel liquide qui parsème
d’étoiles mon cœur!","ébria de preguiça infinita,
a fronte de infanta
se inclina vagarosa e imita
a de uma elefanta.
e teu corpo pende e se aguça
como escuna esguia,
que às praias toca e se debruça
sobre a espuma fria.
qual uma inflada vaga oriunda
dos gelos frementes,
quando a água em tua boca inunda
a arcada dos dentes,
bebo de um vinho que me infunde
amargura e calma,
um líquido céu que difunde
astros em minha alma!","sob o fardo de sua preguiça
A cabeça do seu filho
Balanços com a suavidade
de um elefante jovem,
e seu corpo se dobra e alonga
Como um bom navio
quem monta a bordo e mergulha
suas pernas na água.
como uma inundação ampliada por ferro fundido
de glaciares glaciares,
Quando a água da sua boca sobe
na borda dos dentes,
Acho que bebo um vinho boêmio,
amargo e vitorioso,
um céu líquido que os pontos
Estrelas, meu coração!",fr,pt,0
"rappelez-vous l’objet que nous vîmes, mon âme,
ce beau matin d’été si doux:
au détour d’un sentier une charogne infâme
sur un lit semé de cailloux,
les jambes en l’air, comme une femme lubrique,
brûlante et suant les poisons,
ouvrait d’une façon nonchalante et cynique
son ventre plein d’exhalaisons.
le soleil rayonnait sur cette pourriture,
comme afin de la cuire à point,
et de rendre au centuple à la grande nature
tout ce qu’ensemble elle avait joint;
et le ciel regardait la carcasse superbe
comme une fleur s’épanouir.
la puanteur était si forte, que sur l’herbe
vous crûtes vous évanouir.
les mouches bourdonnaient sur ce ventre putride,
d’où sortaient de noirs bataillons
de larves, qui coulaient comme un épais liquide
le long de ces vivants haillons.","lembra-te, meu amor, do objeto que encontramos
numa bela manhã radiante:
na curva de um atalho, entre calhaus e ramos,
uma carniça repugnante.
as pernas para cima, qual mulher lasciva,
a transpirar miasmas e humores,
eis que as abria desleixada e repulsiva,
o ventre prenhe de livores.
ardia o sol naquela pútrida torpeza,
como a cozê-la em rubra pira
e para ao cêntuplo volver à natureza
tudo o que ali ela reunira.
e o céu olhava do alto a esplêndida carcaça
como uma flor a se entreabrir.
o fedor era tal que sobre a relva escassa
chegaste quase a sucumbir.
zumbiam moscas sobre o ventre e, em alvoroço,
dali saíam negros bandos
de larvas, a escorrer como um líquido grosso
por entre esses trapos nefandos.","“Lembrai-vos do objeto que vimos, minha alma,
Esta linda manhã de verão tão doce:
beira de um caminho um carnion infame
numa cama cheia de seixos,
pernas no ar, como uma mulher luxuriosa,
Venenos ardentes e sudorese,
Ele abriu de uma maneira indiferente e cínica.
Seu estômago cheio de exalações.
o sol brilhava sobre esta podridão,
como que para cozinhá-lo com perfeição,
e retribuir cem vezes mais à grande natureza
Tudo o que ela tinha juntado;
E o céu estava olhando para a bela carcaça
Como uma flor florescendo.
o fedor era tão forte, que na grama
Achas que estás a desmaiar.
as moscas estavam zumbindo sobre esta barriga pútrida,
De onde vieram os batalhões negros.
de larvas, que fluía como um líquido espesso
ao longo destes trapos vivos.",fr,pt,0
"tout cela descendait, montait comme une vague,
ou s’élançait en pétillant;
on eût dit que le corps, enflé d’un souffle vague,
vivait en se multipliant.
et ce monde rendait une étrange musique,
comme l’eau courante et le vent,
ou le grain qu’un vanneur d’un mouvement rhythmique
agite et tourne dans son van.
les formes s’effaçaient et n’étaient plus qu’un rêve,
une ébauche lente à venir,
sur la toile oubliée, et que l’artiste achève
seulement par le souvenir.
derrière les rochers une chienne inquiète
nous regardait d’un œil fâché,
épiant le moment de reprendre au squelette
le morceau qu’elle avait lâché.
— et pourtant vous serez semblable à cette ordure,
a cette horrible infection,
étoile de mes yeux, soleil de ma nature,
vous, mon ange et ma passion!
oui! telle que vous serez, ô la reine des grâces,
après les derniers sacrements,
quand vous irez, sous l’herbe et les floraisons grasses,
moisir parmi les ossements.","e tudo isso ia e vinha, ao modo de uma vaga,
ou esguichava a borbulhar,
como se o corpo, a estremecer de forma vaga,
vivesse a se multiplicar.
e esse mundo emitia uma bulha esquisita,
como vento ou água corrente,
ou grãos que em rítmica cadência alguém agita
e à joeira deita novamente.
as formas fluíam como um sonho além da vista,
um frouxo esboço em agonia,
sobre a tela esquecida, e que conclui o artista
apenas de memória um dia.
por trás das rochas, irrequieta, uma cadela
em nós fixava o olho zangado,
aguardando o momento de reaver àquela
náusea carniça o seu bocado.
— pois hás de ser como essa coisa apodrecida,
essa medonha corrupção,
estrela de meus olhos, sol de minha vida,
tu, meu anjo e minha paixão!
sim! tal serás um dia, ó deusa da beleza,
após a bênção derradeira,
quando, sob a erva e as florações da natureza,
tornares afinal à poeira.","tudo isso desceu, subiu como uma onda,
Ou ele estava gritando.
alguém teria dito que o corpo, inchado com uma respiração vaga,
Ele viveu multiplicando-se.
e este mundo fez uma música estranha,
como água corrente e vento,
ou o grão que uma válvula de um movimento rítmico
Agite e vire a sua carrinha.
as formas desvaneceram-se e não eram mais do que um sonho,
um lento draft por vir,
sobre a tela esquecida, e que o artista completa
Apenas pela memória.
atrás das rochas uma cadela preocupada
Ele olhou para nós com um olhar irado.
Observando o momento de retornar ao esqueleto
A peça que ela tinha deixado cair.
E ainda assim sereis como essa prostituta,
a esta terrível infecção,
estrela dos meus olhos, sol da minha natureza,
Tu, meu anjo e minha paixão!
Sim, como vós sereis, ó Rainha das Graças,
Após os últimos sacramentos,
quando você vai, sob grama e grama florescendo,
Para apodrecer entre os ossos.",fr,pt,0
"lorsque tu dorminas, ma belle ténébreuse,
au fond d’un monument construit en marbre noir,
et lorsque tu n’auras pour alcôve et manoir
qu’un caveau pluvieux et qu’une fosse creùse;
quand la pierre, opprimant ta poitrine peureuse
et tes flancs qu’assouplit un charmant nonchaloir,
empêchera ton cœur de battre et de vouloir,
et tes pieds de courir leur course aventureuse,
le tombeau, confident de mon rêve infini
(car le tombeau toujours comprendra le poëte),
durant ces grandes nuits d’où le somme est banni,
te dira: “que vous sert, courtisane imparfaite,
de n’avoir pas connu ce que pleurent les morts?”
— et le ver rongera ta peau comme un remords.","quando fores dormir, ó bela tenebrosa,
em teu negro e marmóreo mausoléu, e não
tiveres por alcova e refúgio senão
uma cova deserta e uma tumba chuvosa;
quando a pedra, a oprimir tua carne medrosa
e teus flancos sensuais de lânguida exaustão,
impedir de querer e arfar teu coração,
e teus pés de correr por trilha aventurosa,
o túmulo, no qual em sonho me abandono
(porque o túmulo sempre há de entender o poeta),
nessas noites sem fim em que nos foge o sono,
dir-te-á: “de que valeu, cortesã indiscreta,
ao pé dos mortos ignorar o seu lamento?”
— e o verme te roerá como um remorso lento.","- quando você dormiu, minha linda garota escura,
no fundo de um monumento construído de mármore preto,
e quando você não tem para alcova e mansão
que um cofre coberto de chuva e um poço devem ser desenterrados;
quando a pedra, oprimindo seu peito medroso
e os vossos lados amolecidos por um adorável indiferente,
manterá seu coração de bater e desejar,
e os teus pés para seguirem o seu caminho aventureiro,
o túmulo, confidente do meu sonho infinito
(pois o túmulo sempre incluirá o poeta),
durante as grandes noites em que a soma é banida,
Ele lhes dirá: “Qual é o seu uso, cortesã imperfeita,
Não sabendo por que os mortos estão chorando?”
e o verme comerá a tua pele como remorso.",fr,pt,0
"le vin sait revêtir le plus sordide bouge
d’un luxe miraculeux,
et fait surgir plus d’un portique fabuleux
dans l’or de sa vapeur rouge,
comme un soleil couchant dans un ciel nébuleux.
l’opium agrandit ce qui n’a pas de bornes,
allonge l’illimité,
approfondit le temps, creuse la volupté,
et de plaisirs noirs et mornes
remplit l’âme au-delà de sa capacité.
tout cela ne vaut pas le poison qui découle
de tes yeux, de tes yeux verts,
lacs où mon âme tremble et se voit à l’envers...
mes songes viennent en foule
pour se désaltérer à ces gouffres amers.
tout cela ne vaut pas le terrible prodige
de ta salive qui mord,
qui plonge dans l’oubli mon âme sans remord,
et, charriant le vertige,
la roule défaillante aux rives de ma mort!","sabe o vinho vestir o ambiente mais espúrio
com seu luxo prodigioso,
e engendra mais de um pórtico miraculoso
no ouro de um vapor purpúreo,
como um sol que se põe no ocaso nebuloso.
o ópio dilata o que contornos não tem mais,
aprofunda o ilimitado,
alonga o tempo, escava a volúpia e o pecado,
e de prazeres sensuais
enche a alma para além do que conter lhe é dado.
mas nada disso vale o veneno que escorre
de teu verde olhar perverso,
laguna onde minha alma se mira ao inverso...
e meu sonho logo acorre
para saciar-se nesse abismo em fel imerso.
nada disso se iguala ao prodígio sombrio
da tua saliva forte,
que a alma me impele ao esquecimento num transporte,
e, carreando o desvario,
desfalecida a arrasta até os umbrais da morte!","o vinho sabe como colocar os movimentos mais sórdidos
de um luxo milagroso,
e traz mais de um fabuloso pórtico
no ouro de seu vapor vermelho,
como um pôr-do-sol num céu nublado.
O ópio amplia o que não tem limites,
Estenda o ilimitado.
aprofunda o tempo, aprofunda a voluptuosidade,
Prazeres negros e sombrios
Ele preenche a alma além de sua capacidade.
Não vale a pena o veneno que vem com ele.
com os olhos, com os olhos verdes,
Lagos onde minha alma treme e se vê de cabeça para baixo...
Meus sonhos vêm em uma multidão.
para extinguir esses abismos amargos.
Tudo isso não vale o terrível prodígio.
de sua saliva que morde,
que mergulha no esquecimento da minha alma sem remorso,
e, carregando a vertigem,
o rolo falhando nas margens da minha morte!",fr,pt,0
